A_total_imports,A_dangerous_imports_count,A_has_os_import,A_has_subprocess_import,A_has_socket_import,A_functions_defined,A_functions_called_count,A_dangerous_calls_count,A_unique_functions,A_function_density,A_file_operations_count,A_network_operations_count,A_process_spawning_count,A_code_execution_count,A_has_api_abuse,A_dynamic_types_count,A_type_confusion_risk,A_has_dynamic_operations,A_tainted_flows_count,A_sink_locations_count,A_has_tainted_sink,A_cyclomatic_complexity,A_max_nesting_depth,A_lines_of_code,A_complexity_per_line,B_avg_string_entropy,B_max_string_entropy,B_high_entropy_count,B_base64_count,B_hex_string_count,B_unicode_escape_count,B_encoded_payload_count,B_staged_execution_count,B_dynamic_import_count,B_runtime_code_gen_count,B_time_check_count,B_trigger_condition_count,B_obfuscation_method_count,B_has_identifier_obfuscation,B_anti_debug_count,B_anti_vm_count,B_env_check_count,B_total_obfuscation_score,B_total_evasion_score,B_total_logic_bomb_score,C_total_api_calls,C_unique_api_calls,C_max_call_depth,C_api_sequence_score,C_suspicious_sequence_count,C_has_suspicious_sequence,C_control_flow_complexity,C_max_nesting_depth,C_file_and_network,C_crypto_and_network,C_persistence_behavior,C_data_exfil_behavior,identifier,source,package_name,label
6,1,False,False,True,5,22,0,19,0.03333333333333333,0,3,0,0,False,1,0,True,0,0,False,19,2,150,0.12666666666666668,3.934843869728089,4.108744411015931,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,22,19,2,10.0,1,1,18,3,1,0,0,0,urllib7-1.26.12_connection.py,malicious,urllib7-1.26.12,1
26,3,False,False,True,26,148,0,84,0.023402340234023402,0,11,0,0,True,17,0,True,0,0,False,71,4,1111,0.0639063906390639,3.676567108124124,4.488664196778505,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,148,94,4,0.0,0,0,70,5,1,0,0,0,urllib7-1.26.12_connectionpool.py,malicious,urllib7-1.26.12,1
2,0,False,False,False,15,18,0,3,0.046296296296296294,0,0,0,0,False,0,0,False,0,0,False,3,1,324,0.009259259259259259,4.015653830657292,4.44018689161642,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,6,2,0.0,0,0,2,1,0,0,0,0,urllib7-1.26.12_exceptions.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,11,41,1,28,0.04,0,1,0,1,False,4,0,True,0,0,False,19,3,275,0.06909090909090909,3.0969686257858013,3.6368421881310122,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,41,31,3,0.0,0,0,18,3,0,0,0,0,urllib7-1.26.12_fields.py,malicious,urllib7-1.26.12,1
8,1,True,False,False,4,30,0,17,0.04040404040404041,6,0,0,0,True,5,0,True,0,0,False,10,2,99,0.10101010101010101,3.262373813001073,4.202819531114783,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,30,18,2,0.0,0,0,9,2,0,0,0,0,urllib7-1.26.12_filepost.py,malicious,urllib7-1.26.12,1
16,0,False,False,False,33,139,0,47,0.0990990990990991,3,20,0,0,True,6,0,True,0,0,False,30,4,333,0.09009009009009009,3.4383474817714883,4.152978358288115,0,0,0,0,0,1,0,0,1,1,12,1,0,0,0,13,0,2,139,61,4,0.0,0,0,29,4,1,0,0,0,urllib7-1.26.12_handlers.py,malicious,urllib7-1.26.12,1
9,1,True,False,False,13,98,1,58,0.032663316582914576,2,0,0,1,False,0,0,False,0,0,False,26,3,398,0.06532663316582915,3.580010088148102,3.948505667902822,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,4,0,0,98,61,2,0.0,0,0,25,4,0,0,0,0,urllib7-1.26.12_low_level.py,malicious,urllib7-1.26.12,1
2,1,False,False,True,1,8,0,7,0.019230769230769232,0,0,0,0,False,0,0,False,0,0,False,11,2,52,0.21153846153846154,3.790871955768267,3.9015785803191063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0.0,0,0,10,2,0,0,0,0,urllib7-1.26.12_makefile.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,3,36,0,18,0.022900763358778626,2,1,0,0,False,0,0,False,0,0,False,7,2,131,0.05343511450381679,3.4928287133994997,4.344021303503762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,19,3,0.0,0,0,6,2,1,0,0,0,urllib7-1.26.12_ntlmpool.py,malicious,urllib7-1.26.12,1
13,0,False,False,False,19,87,0,48,0.03531598513011153,0,11,0,0,True,2,0,True,0,0,False,40,3,538,0.07434944237918216,3.3135196434657774,4.392283547037795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87,64,2,0.0,0,0,39,4,1,0,0,0,urllib7-1.26.12_poolmanager.py,malicious,urllib7-1.26.12,1
1,1,False,False,True,2,13,0,9,0.018867924528301886,0,1,0,0,False,3,0,True,0,0,False,7,3,106,0.0660377358490566,3.5594857628949925,3.9939427079182677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,9,1,0.0,0,0,6,3,0,0,0,0,urllib7-1.26.12_port_helpers.py,malicious,urllib7-1.26.12,1
1,0,False,False,False,2,5,0,5,0.034482758620689655,0,0,0,0,False,1,0,True,0,0,False,5,1,58,0.08620689655172414,3.503258334775645,3.503258334775645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,2,0.0,0,0,4,1,0,0,0,0,urllib7-1.26.12_proxy.py,malicious,urllib7-1.26.12,1
20,3,False,False,True,33,103,0,62,0.06346153846153846,0,3,0,0,False,12,0,True,0,0,False,57,2,520,0.10961538461538461,3.649688904845883,4.612911304315742,2,0,0,0,0,0,0,0,0,1,9,1,0,0,1,9,1,1,103,72,2,20.0,2,1,56,3,1,0,0,1,urllib7-1.26.12_pyopenssl.py,malicious,urllib7-1.26.12,1
4,0,False,False,False,4,4,0,4,0.17391304347826086,0,0,0,0,False,0,0,False,0,0,False,2,1,23,0.08695652173913043,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0.0,0,0,1,1,0,0,0,0,urllib7-1.26.12_queue.py,malicious,urllib7-1.26.12,1
6,0,False,False,False,3,21,0,14,0.02040816326530612,0,0,0,0,False,6,0,True,0,0,False,17,3,147,0.11564625850340136,3.349478758414963,4.072905595320056,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,21,14,3,0.0,0,0,16,3,0,0,0,0,urllib7-1.26.12_request.py,malicious,urllib7-1.26.12,1
4,0,False,False,False,3,15,0,11,0.027777777777777776,0,0,0,0,False,7,0,True,0,0,False,11,3,108,0.10185185185185185,3.7144973963073586,4.135564959585625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,11,3,0.0,0,0,10,3,0,0,0,0,urllib7-1.26.12_response.py,malicious,urllib7-1.26.12,1
10,0,False,False,False,23,81,0,51,0.037037037037037035,0,0,0,0,False,12,0,True,0,0,False,43,6,621,0.06924315619967794,3.9534024753430446,4.877362433062413,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,80,52,4,0.0,0,0,42,6,1,0,0,0,urllib7-1.26.12_retry.py,malicious,urllib7-1.26.12,1
17,2,False,False,True,41,148,0,83,0.044468546637744036,3,4,0,0,True,7,0,True,0,0,False,76,6,922,0.0824295010845987,3.5427598842175057,4.513269689515109,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,148,87,2,30.0,3,1,75,6,1,0,0,1,urllib7-1.26.12_securetransport.py,malicious,urllib7-1.26.12,1
19,2,True,False,True,10,57,0,43,0.04405286343612335,0,3,0,0,False,1,0,True,0,0,False,17,2,227,0.07488986784140969,3.531602946048709,4.3556544335997085,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,57,44,2,20.0,2,1,16,3,1,0,0,0,urllib7-1.26.12_server.py,malicious,urllib7-1.26.12,1
4,1,True,False,False,0,15,1,10,0.0,5,0,0,1,False,0,0,False,0,0,False,5,4,97,0.05154639175257732,3.7913642863813664,4.646612184241243,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15,12,3,0.0,0,0,4,4,0,0,0,0,urllib7-1.26.12_setup.py,malicious,urllib7-1.26.12,1
10,0,False,False,False,69,332,2,80,0.06406685236768803,4,3,0,2,True,53,1,True,0,0,False,89,4,1077,0.08263695450324977,3.3126855643030733,4.43843486582502,0,0,0,0,0,0,1,1,0,1,7,1,0,0,1,7,1,1,328,87,2,0.0,0,0,88,4,0,0,1,0,urllib7-1.26.12_six.py,malicious,urllib7-1.26.12,1
1,1,False,False,True,1,15,0,10,0.015625,0,3,0,0,False,1,0,True,0,0,False,10,3,64,0.15625,3.9949317472410346,4.4856264560231365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,11,1,0.0,0,0,9,4,0,0,0,0,urllib7-1.26.12_socketpair_helper.py,malicious,urllib7-1.26.12,1
12,2,False,False,True,3,17,0,12,0.013824884792626729,0,0,0,0,False,1,0,True,0,0,False,16,4,217,0.07373271889400922,3.558328851670397,4.479330013164123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,12,2,0.0,0,0,15,4,0,0,0,0,urllib7-1.26.12_socks.py,malicious,urllib7-1.26.12,1
5,1,False,False,True,25,49,0,35,0.11261261261261261,3,2,0,0,False,1,0,True,0,0,False,28,4,222,0.12612612612612611,3.9274820954576115,4.402377086614259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,37,1,30.0,3,1,27,4,1,0,0,1,urllib7-1.26.12_ssltransport.py,malicious,urllib7-1.26.12,1
20,1,True,False,False,15,66,0,39,0.03024193548387097,1,2,0,0,False,13,0,True,0,0,False,45,3,496,0.0907258064516129,3.6104245084209947,4.488664196778505,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,2,1,2,66,42,3,10.0,1,1,44,3,1,1,0,0,urllib7-1.26.12_ssl_.py,malicious,urllib7-1.26.12,1
3,0,False,False,False,4,42,1,23,0.025,0,2,0,1,False,1,0,True,0,0,False,25,5,160,0.15625,3.6356568630961004,4.4420997385814935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,42,26,3,0.0,0,0,24,5,0,0,0,0,urllib7-1.26.12_ssl_match_hostname.py,malicious,urllib7-1.26.12,1
8,0,False,False,False,19,74,0,39,0.0673758865248227,0,4,0,0,False,3,0,True,0,0,False,15,2,282,0.05319148936170213,3.5366862114915745,3.7216117239699003,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,74,42,2,70.0,7,1,14,2,1,0,0,1,urllib7-1.26.12_testcase.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,23,107,0,28,0.08712121212121213,0,15,0,0,True,1,0,True,0,0,False,13,2,264,0.04924242424242424,2.955881591231301,4.359377914716119,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,107,35,3,30.0,3,1,12,2,1,0,0,0,urllib7-1.26.12_test_chunked_transfer.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,41,154,0,34,0.10704960835509138,0,4,0,0,False,0,0,False,0,0,False,11,1,383,0.028720626631853787,3.1508269223619703,4.385956789702442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154,41,3,0.0,0,0,10,1,0,0,0,0,urllib7-1.26.12_test_collections.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,3,13,0,10,0.06666666666666667,0,0,0,0,False,0,0,False,0,0,False,4,2,45,0.08888888888888889,3.8787041303884995,4.757899033864568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,10,1,0.0,0,0,3,2,0,0,0,0,urllib7-1.26.12_test_compatibility.py,malicious,urllib7-1.26.12,1
4,0,False,False,False,14,33,0,8,0.1,0,0,0,0,False,0,0,False,0,0,False,5,1,140,0.03571428571428571,3.506388828324124,4.07391321234758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,8,2,0.0,0,0,4,2,0,0,0,0,urllib7-1.26.12_test_connection.py,malicious,urllib7-1.26.12,1
26,2,True,False,True,80,490,0,68,0.05847953216374269,9,29,2,0,True,4,0,True,0,0,False,22,3,1368,0.01608187134502924,3.3958995618373318,4.76273355257368,2,0,0,0,0,1,0,0,1,2,15,1,0,1,0,16,1,3,490,87,2,30.0,3,1,21,4,1,0,1,1,urllib7-1.26.12_test_connectionpool.py,malicious,urllib7-1.26.12,1
4,1,False,False,False,2,26,0,17,0.041666666666666664,0,0,0,0,False,2,0,True,0,0,False,1,0,48,0.020833333333333332,3.2514711282865556,3.3927474104487847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,17,3,0.0,0,0,0,0,0,0,0,0,urllib7-1.26.12_test_exceptions.py,malicious,urllib7-1.26.12,1
3,0,False,False,False,13,44,0,9,0.1262135922330097,0,0,0,0,False,0,0,False,0,0,False,1,0,103,0.009708737864077669,3.5323832426270503,4.422701585398285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,12,2,0.0,0,0,0,0,0,0,0,0,urllib7-1.26.12_test_fields.py,malicious,urllib7-1.26.12,1
4,0,False,False,False,8,38,0,11,0.06201550387596899,0,0,0,0,False,0,0,False,0,0,False,3,1,129,0.023255813953488372,3.8024293356210555,4.369201725352881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,11,4,0.0,0,0,2,1,0,0,0,0,urllib7-1.26.12_test_filepost.py,malicious,urllib7-1.26.12,1
8,0,False,False,False,13,41,0,16,0.07262569832402235,0,1,0,0,False,0,0,False,0,0,False,1,1,179,0.00558659217877095,3.3910101181256445,3.91688908867089,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,18,2,0.0,0,0,0,1,1,0,0,0,urllib7-1.26.12_test_gae_manager.py,malicious,urllib7-1.26.12,1
21,0,False,False,False,52,298,0,63,0.05603448275862069,5,5,0,0,True,19,0,True,0,0,False,24,4,928,0.02586206896551724,3.347155252467884,4.414798567708407,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,1,0,298,72,2,0.0,0,0,23,4,1,1,0,0,urllib7-1.26.12_test_https.py,malicious,urllib7-1.26.12,1
4,0,False,False,False,2,5,0,4,0.06060606060606061,0,0,0,0,False,0,0,False,0,0,False,2,1,33,0.06060606060606061,3.8100810205217313,3.8100810205217313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1,0.0,0,0,1,2,0,0,0,0,urllib7-1.26.12_test_no_ssl.py,malicious,urllib7-1.26.12,1
9,0,False,False,False,21,112,0,16,0.05398457583547558,0,9,0,0,True,0,0,False,0,0,False,1,2,389,0.002570694087403599,3.218556046563997,4.277613436819113,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,12,0,0,112,17,3,0.0,0,0,0,2,0,0,0,0,urllib7-1.26.12_test_poolmanager.py,malicious,urllib7-1.26.12,1
6,0,False,False,False,5,38,0,13,0.06097560975609756,0,2,0,0,False,2,0,True,0,0,False,1,2,82,0.012195121951219513,3.5166085886099614,4.09811781214885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,13,2,0.0,0,0,0,2,1,0,0,0,urllib7-1.26.12_test_proxymanager.py,malicious,urllib7-1.26.12,1
19,1,False,False,True,38,278,0,45,0.04915912031047866,0,47,0,0,True,12,0,True,0,0,False,7,2,773,0.009055627425614488,3.313560891852228,4.349191770915039,0,0,0,0,0,1,0,0,0,0,13,1,0,0,1,14,1,0,278,54,2,0.0,0,0,6,2,1,0,0,0,urllib7-1.26.12_test_proxy_poolmanager.py,malicious,urllib7-1.26.12,1
11,1,True,False,False,6,14,0,12,0.0594059405940594,2,0,0,0,False,1,0,True,0,0,False,4,1,101,0.039603960396039604,3.7014604097992296,4.148394345536403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,12,2,0.0,0,0,3,1,0,0,0,0,urllib7-1.26.12_test_pyopenssl.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,4,12,0,6,0.0625,0,0,0,0,False,0,0,False,0,0,False,4,2,64,0.0625,4.046983008985859,4.148394345536403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,1,0.0,0,0,3,3,0,0,0,0,urllib7-1.26.12_test_pyopenssl_dependencies.py,malicious,urllib7-1.26.12,1
6,0,False,False,False,1,5,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,1,3,31,0.03225806451612903,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1,0.0,0,0,0,3,0,0,0,0,urllib7-1.26.12_test_queue_monkeypatch.py,malicious,urllib7-1.26.12,1
16,1,False,False,True,85,434,0,61,0.0794392523364486,32,3,0,0,True,4,0,True,0,0,False,26,2,1070,0.024299065420560748,3.1311766441191344,4.054229296672174,0,0,0,0,0,1,0,0,0,0,30,1,0,0,0,31,0,0,434,78,3,0.0,0,0,25,3,1,0,0,0,urllib7-1.26.12_test_response.py,malicious,urllib7-1.26.12,1
8,0,False,False,False,27,203,0,32,0.07238605898123325,0,0,0,0,False,1,0,True,0,0,False,4,2,373,0.010723860589812333,3.474124608685945,4.096481704426505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,203,34,2,0.0,0,0,3,2,0,0,0,0,urllib7-1.26.12_test_retry.py,malicious,urllib7-1.26.12,1
8,0,False,False,False,36,224,0,37,0.07407407407407407,0,0,0,0,False,1,0,True,0,0,False,5,2,486,0.0102880658436214,3.4955657107723246,4.096481704426505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,224,39,2,0.0,0,0,4,2,0,0,0,0,urllib7-1.26.12_test_retry_deprecated.py,malicious,urllib7-1.26.12,1
11,1,False,False,True,4,14,0,9,0.058823529411764705,0,2,0,0,False,0,0,False,0,0,False,4,2,68,0.058823529411764705,3.4599581954870158,4.048688113203415,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,14,9,2,0.0,0,0,3,2,0,0,0,0,urllib7-1.26.12_test_securetransport.py,malicious,urllib7-1.26.12,1
29,2,True,False,True,115,746,0,94,0.057100297914597815,10,102,0,0,True,4,0,True,0,0,False,69,4,2014,0.03426017874875869,3.5866069563096734,4.710649970428229,2,0,0,0,0,1,0,0,0,1,37,1,0,0,1,38,1,1,746,153,3,230.0,23,1,68,4,1,1,0,1,urllib7-1.26.12_test_socketlevel.py,malicious,urllib7-1.26.12,1
10,1,False,False,True,41,243,0,37,0.057746478873239436,0,39,0,0,True,0,0,False,0,0,False,36,3,710,0.05070422535211268,3.2524950490350077,4.012188403968661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,243,44,2,130.0,13,1,35,3,1,0,0,1,urllib7-1.26.12_test_socks.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,9,46,0,11,0.05263157894736842,0,0,1,0,False,6,0,True,0,0,False,3,1,171,0.017543859649122806,3.2916655945088187,3.879893823520666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,13,1,0.0,0,0,2,1,0,0,0,0,urllib7-1.26.12_test_ssl.py,malicious,urllib7-1.26.12,1
11,1,False,False,True,33,218,0,62,0.06346153846153846,3,12,1,0,True,7,0,True,0,0,False,12,4,520,0.023076923076923078,3.6968785519644927,4.3653115322251015,0,0,0,0,0,1,0,0,0,1,4,1,0,1,1,5,2,1,218,83,2,60.0,6,1,11,5,1,0,1,1,urllib7-1.26.12_test_ssltransport.py,malicious,urllib7-1.26.12,1
7,0,False,False,False,3,15,0,11,0.04477611940298507,0,0,0,0,False,0,0,False,0,0,False,1,1,67,0.014925373134328358,3.4237584748518666,4.137537511266052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,11,4,0.0,0,0,0,1,0,0,0,0,urllib7-1.26.12_test_urlfetch.py,malicious,urllib7-1.26.12,1
23,1,False,False,True,65,279,0,66,0.0668724279835391,6,0,0,0,True,6,0,True,0,0,False,4,2,972,0.00411522633744856,3.422347323304198,4.901124099146559,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,279,70,4,0.0,0,0,3,2,1,1,0,0,urllib7-1.26.12_test_util.py,malicious,urllib7-1.26.12,1
9,1,False,False,True,10,69,0,22,0.049019607843137254,0,6,0,0,True,3,0,True,0,0,False,8,1,204,0.0392156862745098,3.6368421881310113,3.636842188131012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,24,2,20.0,2,1,7,3,1,0,0,1,urllib7-1.26.12_test_wait.py,malicious,urllib7-1.26.12,1
4,1,False,False,True,9,24,0,13,0.03345724907063197,0,0,0,0,False,3,0,True,0,0,False,14,2,269,0.05204460966542751,3.626817663110262,3.852727783453858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,13,3,0.0,0,0,13,2,0,0,0,0,urllib7-1.26.12_timeout.py,malicious,urllib7-1.26.12,1
6,1,True,False,False,1,10,0,9,0.024390243902439025,0,0,0,0,False,1,0,True,0,0,False,5,1,41,0.12195121951219512,3.84871710149776,4.081727678869737,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,10,9,2,0.0,0,0,4,1,0,0,0,0,urllib7-1.26.12_tz_stub.py,malicious,urllib7-1.26.12,1
6,0,False,False,False,15,103,10,49,0.034403669724770644,0,0,0,10,False,2,0,True,0,0,False,51,5,436,0.11697247706422019,3.6720118309322207,6.087462841250345,2,0,0,0,0,0,0,10,0,0,6,1,0,0,0,6,0,0,103,62,5,0.0,0,0,50,5,0,0,0,0,urllib7-1.26.12_url.py,malicious,urllib7-1.26.12,1
6,0,False,False,False,10,26,0,14,0.06535947712418301,0,0,0,0,False,1,0,True,0,0,False,19,4,153,0.12418300653594772,3.619156853625616,4.052503561468786,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,26,16,2,0.0,0,0,18,5,0,0,0,0,urllib7-1.26.12_wait.py,malicious,urllib7-1.26.12,1
1,1,True,False,False,5,7,0,5,0.13513513513513514,0,2,0,0,False,0,0,False,0,0,False,1,0,37,0.02702702702702703,3.2345755543176935,3.503258334775645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,5,2,0.0,0,0,0,0,0,0,0,0,urllib7-1.26.12__appengine_environ.py,malicious,urllib7-1.26.12,1
8,0,False,False,False,31,89,0,41,0.09171597633136094,0,1,0,0,False,14,0,True,0,0,False,38,4,338,0.11242603550295859,3.5661685087729547,4.204777458317681,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87,47,3,0.0,0,0,37,4,0,0,0,0,urllib7-1.26.12__collections.py,malicious,urllib7-1.26.12,1
0,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,3,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,urllib7-1.26.12__version.py,malicious,urllib7-1.26.12,1
10,2,True,False,True,5,31,0,22,0.06097560975609756,0,1,3,0,False,0,0,False,0,0,False,4,1,82,0.04878048780487805,3.163437678846495,4.217525287299065,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,31,25,2,0.0,0,0,3,2,0,0,0,0,vertica_parser-99.9.9_setup.py,malicious,vertica,1
1,0,False,False,False,0,1,0,1,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,9,0.1111111111111111,3.3977199722559317,3.6899015819921512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,xFileSyncerx-0.0.2_setup.py,malicious,xFileSyncerx-0.0.2,1
3,1,True,False,False,2,10,1,10,0.05714285714285714,0,1,1,1,False,0,1,False,0,0,False,3,2,35,0.08571428571428572,4.544468840054075,4.544468840054075,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,10,10,4,0.0,0,0,2,2,0,0,0,0,xFileSyncerx-0.0.2_xfilesyncerx.py,malicious,xFileSyncerx-0.0.2,1
1,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,xFileSyncerx-0.0.2___init__.py,malicious,xFileSyncerx-0.0.2,1
11,2,True,False,True,4,35,0,26,0.057971014492753624,4,1,1,0,True,0,0,False,0,0,False,4,1,69,0.057971014492753624,3.684297528106987,4.310586418631468,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,2,1,2,35,28,4,0.0,0,0,3,1,1,0,0,0,zoom-pyutils-7.0.0_setup.py,malicious,zoom-pyutils-7.0.0,1
4,1,False,True,False,3,4,0,3,0.08823529411764706,0,0,1,0,False,0,0,False,0,0,False,1,0,34,0.029411764705882353,3.774409593244381,4.013195830956904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0.0,0,0,0,0,0,0,0,0,test_tutorial004.py,benign,test,0
4,0,False,False,False,4,13,0,6,0.05263157894736842,0,5,0,0,False,0,0,False,0,0,False,1,0,76,0.013157894736842105,3.318628224516463,3.8573068568981284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1,0.0,0,0,0,0,0,0,0,0,test_security_oauth2_authorization_code_bearer.py,benign,test,0
9,0,False,False,False,11,69,0,28,0.024229074889867842,0,0,0,0,False,3,0,True,0,0,False,26,3,454,0.05726872246696035,3.933955262719099,4.4042397504707305,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,69,35,3,0.0,0,0,25,3,0,0,0,0,objects.py,benign,objects,0
5,0,False,False,False,13,250,0,47,0.00867244829886591,0,0,0,0,False,4,0,True,0,0,False,113,5,1499,0.07538358905937291,3.5454849070337953,5.700439718141095,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,250,83,4,0.0,0,0,112,5,0,0,0,0,einsumfunc.py,benign,einsumfunc,0
7,0,False,False,False,0,1,0,1,0.0,0,0,0,0,False,0,0,False,0,0,False,2,1,25,0.08,3.2816197706996135,3.636006945330954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,0,0,0,0,__init__.py,benign,,0
7,0,False,False,False,5,68,0,14,0.045871559633027525,0,0,0,0,False,0,0,False,0,0,False,3,1,109,0.027522935779816515,3.2512223851364674,4.066108939837481,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,14,2,0.0,0,0,2,1,0,0,0,0,test_precompute_gammainc.py,benign,test,0
3,0,False,False,False,2,14,0,6,0.025974025974025976,0,0,0,0,False,0,0,False,0,0,False,16,4,77,0.2077922077922078,3.5879257180435618,3.767894147619623,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,6,2,0.0,0,0,15,4,0,0,0,0,_spfuncs.py,benign,,0
0,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,9,0.1111111111111111,3.7278098080841553,3.7278098080841553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,urls_error_handlers.py,benign,urls,0
2,0,False,False,False,0,39,0,20,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,77,0.012987012987012988,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,21,2,0.0,0,0,0,0,0,0,0,0,multiarray.py,benign,multiarray,0
