A_total_imports,A_dangerous_imports_count,A_has_os_import,A_has_subprocess_import,A_has_socket_import,A_functions_defined,A_functions_called_count,A_dangerous_calls_count,A_unique_functions,A_function_density,A_file_operations_count,A_network_operations_count,A_process_spawning_count,A_code_execution_count,A_has_api_abuse,A_dynamic_types_count,A_type_confusion_risk,A_has_dynamic_operations,A_tainted_flows_count,A_sink_locations_count,A_has_tainted_sink,A_cyclomatic_complexity,A_max_nesting_depth,A_lines_of_code,A_complexity_per_line,B_avg_string_entropy,B_max_string_entropy,B_high_entropy_count,B_base64_count,B_hex_string_count,B_unicode_escape_count,B_encoded_payload_count,B_staged_execution_count,B_dynamic_import_count,B_runtime_code_gen_count,B_time_check_count,B_trigger_condition_count,B_obfuscation_method_count,B_has_identifier_obfuscation,B_anti_debug_count,B_anti_vm_count,B_env_check_count,B_total_obfuscation_score,B_total_evasion_score,B_total_logic_bomb_score,C_total_api_calls,C_unique_api_calls,C_max_call_depth,C_api_sequence_score,C_suspicious_sequence_count,C_has_suspicious_sequence,C_control_flow_complexity,C_max_nesting_depth,C_file_and_network,C_crypto_and_network,C_persistence_behavior,C_data_exfil_behavior,identifier,source,package_name,label
1,0,False,False,False,0,2,0,2,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,14,0.07142857142857142,3.7724337551711136,3.9553113166340124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,0,0,0,0,0,0,proxyfullscraper-0.1_setup.py,malicious,proxyfullscraper-0.1,1
3,1,True,False,False,6,36,0,18,0.08333333333333333,2,3,0,0,False,0,0,False,0,0,False,14,5,72,0.19444444444444445,4.163582434938618,4.906941782652658,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,2,40.0,4,1,13,6,1,0,1,1,proxyfullscraper-0.1___init__.py,malicious,proxyfullscraper-0.1,1
1,0,False,False,False,0,2,0,2,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,15,0.06666666666666667,3.7729344723790694,3.9553113166340124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,0,0,0,0,0,0,proxyfullscrapers-0.1_setup.py,malicious,proxyfullscrapers-0.1,1
3,1,True,False,False,7,36,0,18,0.0945945945945946,2,3,0,0,False,0,0,False,0,0,False,14,5,74,0.1891891891891892,4.163582434938618,4.906941782652658,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,21,2,40.0,4,1,13,6,1,0,1,1,proxyfullscrapers-0.1___init__.py,malicious,proxyfullscrapers-0.1,1
4,0,False,False,False,3,7,0,6,0.05357142857142857,2,0,0,0,False,0,0,False,0,0,False,1,1,56,0.017857142857142856,3.541141084430805,3.689534758412825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,1,0.0,0,0,0,1,0,0,0,0,ptmpl-0.2.14_conftest.py,malicious,ptmpl-0.2.14,1
4,0,False,False,False,17,49,0,27,0.053125,0,0,0,0,False,3,0,True,0,0,False,18,2,320,0.05625,4.0229492359426215,4.351825510898201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,31,3,0.0,0,0,17,2,0,0,0,0,ptmpl-0.2.14_curves.py,malicious,ptmpl-0.2.14,1
4,1,True,False,False,2,10,1,9,0.03508771929824561,3,1,0,0,False,0,0,False,0,0,False,4,1,57,0.07017543859649122,4.1969692128079625,4.47636683851208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,9,1,0.0,0,0,3,2,1,0,0,0,ptmpl-0.2.14_entry_points.py,malicious,ptmpl-0.2.14,1
3,2,True,True,False,1,10,0,10,0.030303030303030304,3,1,2,0,True,0,0,False,0,0,False,2,1,33,0.06060606060606061,3.558199428058855,4.146636072037954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,2,20.0,2,1,1,1,1,0,1,0,ptmpl-0.2.14_post_install.py,malicious,ptmpl-0.2.14,1
7,3,True,True,False,1,14,1,12,0.009174311926605505,4,1,1,1,True,0,1,False,0,0,False,2,1,109,0.01834862385321101,3.469065429642855,5.775420795490268,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,12,3,0.0,0,0,1,1,1,0,1,0,ptmpl-0.2.14_setup.py,malicious,ptmpl-0.2.14,1
3,0,False,False,False,20,33,0,13,0.11627906976744186,0,0,0,0,False,2,0,True,0,0,False,1,1,172,0.005813953488372093,3.988683987854738,4.171860873964196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,14,1,0.0,0,0,0,1,0,0,0,0,ptmpl-0.2.14_test_curves.py,malicious,ptmpl-0.2.14,1
0,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,7,0.14285714285714285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,ptmpl-0.2.14___init__.py,malicious,ptmpl-0.2.14,1
5,2,True,True,False,4,20,0,13,0.05970149253731343,0,1,2,0,False,0,0,False,0,0,False,11,4,67,0.16417910447761194,3.9867969717197225,4.493149802473811,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,20,13,2,0.0,0,0,10,4,0,0,0,0,ptmpl-0.2.14___main__.py,malicious,ptmpl-0.2.14,1
0,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,16,0.0625,3.7091102321855636,4.407761238355062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,ptmpl-0.2.14___version__.py,malicious,ptmpl-0.2.14,1
5,1,True,False,False,2,11,0,5,0.038461538461538464,0,2,2,0,False,0,0,False,0,0,False,3,1,52,0.057692307692307696,3.8139677460380854,4.679696116812856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,20.0,2,1,2,1,0,0,0,0,puffioner131-99999_setup.py,malicious,puffioner131-99999,1
4,1,True,False,False,1,7,0,6,0.030303030303030304,0,1,1,0,False,0,0,False,0,0,False,2,1,33,0.06060606060606061,3.617692202550248,4.781700535240759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,10.0,1,1,1,1,0,0,0,0,puffioner131-9999_setup.py,malicious,puffioner131-9999,1
4,1,True,False,False,1,9,2,9,0.022222222222222223,0,0,1,2,False,0,1,False,0,0,False,2,0,45,0.044444444444444446,4.032582532553431,5.588808474057398,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0,0,9,9,3,10.0,1,1,1,1,0,0,0,0,pyjous-1.0.2_setup.py,malicious,pyjous-1.0.2,1
4,1,True,False,False,1,9,2,9,0.022222222222222223,0,0,1,2,False,0,1,False,0,0,False,2,0,45,0.044444444444444446,4.0299345030951,5.564976208932409,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0,0,9,9,3,10.0,1,1,1,1,0,0,0,0,pyspliter-1.0.2_setup.py,malicious,pyspliter-1.0.2,1
6,2,True,False,False,1,6,1,6,0.025,0,0,1,1,False,0,1,False,0,0,False,2,1,40,0.05,4.582700405504513,5.795199169485596,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,6,6,3,0.0,0,0,1,1,0,0,0,0,PyToich-1.0.0_setup.py,malicious,PyToich-1.0.0,1
4,1,True,False,False,1,9,2,9,0.022222222222222223,0,0,1,2,False,0,1,False,0,0,False,2,0,45,0.044444444444444446,4.026813523099943,5.536887388975989,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0,0,9,9,3,10.0,1,1,1,1,0,0,0,0,pytoileur-1.0.2_setup.py,malicious,pytoileur-1.0.2,1
4,1,True,False,False,1,9,2,9,0.022222222222222223,0,0,1,2,False,0,1,False,0,0,False,2,0,45,0.044444444444444446,4.03263713572411,5.589299902593504,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0,0,9,9,3,10.0,1,1,1,1,0,0,0,0,pytypier-1.0.2_setup.py,malicious,pytypier-1.0.2,1
4,1,True,False,False,1,9,2,9,0.022222222222222223,0,0,1,2,False,0,1,False,0,0,False,2,0,45,0.044444444444444446,4.091172239815879,5.589299902593504,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0,0,9,9,3,10.0,1,1,1,1,0,0,0,0,pyzelf-2.0.1_setup.py,malicious,pyzelf-2.0.1,1
6,2,True,False,True,1,16,0,10,0.024390243902439025,3,2,3,0,True,0,0,False,0,0,False,5,2,41,0.12195121951219512,3.4962619022270474,4.952591032002872,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,10,2,0.0,0,0,4,2,1,0,1,0,requestn-8.0_requestn.py,malicious,requestn-8.0,1
1,0,False,False,False,0,2,0,2,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,14,0.07142857142857142,3.7687284111437855,3.9553113166340124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,0,0,0,0,0,0,requestn-8.0_setup.py,malicious,requestn-8.0,1
1,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,2,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,requestn-8.0___init__.py,malicious,requestn-8.0,1
7,2,True,False,True,2,14,0,14,0.06060606060606061,3,1,0,0,False,0,0,False,0,0,False,1,1,33,0.030303030303030304,4.024324143427998,4.642826036570306,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,14,14,4,0.0,0,0,0,1,1,0,0,0,startup_entrypoints-1.0_setup.py,malicious,startup,1
7,2,True,False,True,2,14,0,14,0.06060606060606061,3,1,0,0,False,0,0,False,0,0,False,1,1,33,0.030303030303030304,4.024324143427998,4.642826036570306,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,14,14,4,0.0,0,0,0,1,1,0,0,0,startup_entrypoints-4.0_setup.py,malicious,startup,1
3,2,True,True,False,0,3,0,3,0.0,0,0,1,0,False,0,0,False,0,0,False,4,1,35,0.11428571428571428,3.946237850419742,4.524196264815891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.0,0,0,3,2,0,0,0,0,studypong-10.45_setup.py,malicious,studypong-10.45,1
3,2,True,True,False,0,3,0,3,0.0,0,0,1,0,False,0,0,False,0,0,False,4,1,35,0.11428571428571428,3.946237850419742,4.524196264815891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.0,0,0,3,2,0,0,0,0,studypong-5.66_setup.py,malicious,studypong-5.66,1
3,2,True,True,False,0,3,0,3,0.0,0,0,1,0,False,0,0,False,0,0,False,4,1,35,0.11428571428571428,3.946237850419742,4.524196264815891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.0,0,0,3,2,0,0,0,0,studypong-8.22_setup.py,malicious,studypong-8.22,1
4,1,True,False,False,3,3,0,3,0.09375,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,4.265198564190903,4.790242666096234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,0,0,0,0,testjson3-0.1_setup.py,malicious,testjson3-0.1,1
3,1,False,True,False,2,12,0,7,0.05405405405405406,2,1,1,0,False,0,0,False,0,0,False,4,2,37,0.10810810810810811,4.045372500222549,4.264989399993134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,7,1,0.0,0,0,3,2,1,0,0,0,testjson3-0.1___init__.py,malicious,testjson3-0.1,1
4,1,True,False,False,3,3,0,3,0.10714285714285714,0,0,0,0,False,0,0,False,0,0,False,1,0,28,0.03571428571428571,3.7376032366478893,4.750727152770736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,0,0,0,0,testjsonn1-0.7_setup.py,malicious,testjsonn1-0.7,1
3,1,False,True,False,2,12,0,7,0.05405405405405406,2,1,1,0,False,0,0,False,0,0,False,4,2,37,0.10810810810810811,4.045372500222549,4.264989399993134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,7,1,0.0,0,0,3,2,1,0,0,0,testjsonn1-0.7___init__.py,malicious,testjsonn1-0.7,1
4,1,True,False,False,3,3,0,3,0.10714285714285714,0,0,0,0,False,0,0,False,0,0,False,1,0,28,0.03571428571428571,3.7507750744230557,4.790242666096234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,0,0,0,0,testjsonn2-0.1_setup.py,malicious,testjsonn2-0.1,1
3,1,False,True,False,2,12,0,7,0.05405405405405406,2,1,1,0,False,0,0,False,0,0,False,4,2,37,0.10810810810810811,4.045372500222549,4.264989399993134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,7,1,0.0,0,0,3,2,1,0,0,0,testjsonn2-0.1___init__.py,malicious,testjsonn2-0.1,1
6,2,True,False,True,1,6,0,6,0.038461538461538464,0,1,1,0,False,0,0,False,0,0,False,1,0,26,0.038461538461538464,3.497829049721199,3.6168746059562227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,6,1,0.0,0,0,0,0,0,0,0,0,testkaralpoc45654-1.0.0_setup.py,malicious,testkaralpoc45654-1.0.0,1
1,0,False,False,False,1,8,0,3,0.043478260869565216,0,0,0,0,False,0,0,False,0,0,False,2,1,23,0.08695652173913043,3.9431159989507605,4.115808539574485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0.0,0,0,1,1,0,0,0,0,thesis_uniud_package-1.0.0_main.py,malicious,thesis,1
7,2,True,False,True,2,15,0,15,0.05405405405405406,3,1,0,0,False,0,0,False,0,0,False,1,1,37,0.02702702702702703,3.962240124563357,4.852015211231194,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,15,15,4,0.0,0,0,0,1,1,0,0,0,thesis_uniud_package-1.0.0_setup.py,malicious,thesis,1
10,0,False,False,False,28,27,0,17,0.0671462829736211,0,0,0,0,False,6,0,True,0,0,False,13,2,417,0.03117505995203837,4.02603560083217,4.454524762997049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,2,0.0,0,0,12,2,0,0,0,0,ucap-3.6.1_acquired_parameter_value.py,malicious,ucap-3.6.1,1
2,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,22,0.045454545454545456,3.431955653467714,4.023465189601646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_context.py,malicious,ucap-3.6.1,1
10,1,True,False,False,4,47,0,28,0.02857142857142857,1,0,0,0,False,0,0,False,0,0,False,8,3,140,0.05714285714285714,3.5922470023797937,4.307159266931027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,32,2,0.0,0,0,7,3,0,0,0,0,ucap-3.6.1_converter_tester.py,malicious,ucap-3.6.1,1
5,0,False,False,False,7,11,0,6,0.07777777777777778,0,0,0,0,False,1,0,True,0,0,False,3,1,90,0.03333333333333333,4.076308522548633,4.403055907333275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,2,0.0,0,0,2,1,0,0,0,0,ucap-3.6.1_discrete_function.py,malicious,ucap-3.6.1,1
3,0,False,False,False,3,5,0,5,0.05454545454545454,0,0,0,0,False,0,0,False,0,0,False,1,0,55,0.01818181818181818,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_discrete_function_list.py,malicious,ucap-3.6.1,1
5,0,False,False,False,23,33,0,16,0.03490136570561457,0,1,0,0,False,2,0,True,0,0,False,14,3,659,0.021244309559939303,3.9588875566061,4.5640171205363504,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,17,2,0.0,0,0,13,3,0,0,0,0,ucap-3.6.1_event.py,malicious,ucap-3.6.1,1
4,0,False,False,False,1,10,0,6,0.024390243902439025,0,0,0,0,False,0,0,False,0,0,False,1,0,41,0.024390243902439025,3.5902751391626606,4.004886164091841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,7,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_event_to_many_converter_template.py,malicious,ucap-3.6.1,1
4,0,False,False,False,1,8,0,6,0.025,0,0,0,0,False,0,0,False,0,0,False,1,0,40,0.025,3.191276851435309,3.4685766296878655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_event_to_one_converter_template.py,malicious,ucap-3.6.1,1
6,0,False,False,False,4,3,0,2,0.0425531914893617,0,0,0,0,False,2,0,True,0,0,False,2,1,94,0.02127659574468085,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0.0,0,0,1,1,0,0,0,0,ucap-3.6.1_fail_safe_parameter_value.py,malicious,ucap-3.6.1,1
3,0,False,False,False,3,13,0,11,0.06,0,0,0,0,False,1,0,True,0,0,False,3,2,50,0.06,4.536388882458134,4.536388882458134,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,11,1,0.0,0,0,2,2,0,0,0,0,ucap-3.6.1_numeric_array_validation.py,malicious,ucap-3.6.1,1
4,0,False,False,False,1,9,0,5,0.02564102564102564,0,0,0,0,False,0,0,False,0,0,False,1,0,39,0.02564102564102564,3.5902751391626606,4.004886164091841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_one_to_many_converter_template.py,malicious,ucap-3.6.1,1
4,0,False,False,False,1,7,0,5,0.027777777777777776,0,0,0,0,False,0,0,False,0,0,False,1,0,36,0.027777777777777776,3.191276851435309,3.4685766296878655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_one_to_one_converter_template.py,malicious,ucap-3.6.1,1
2,0,False,False,False,0,2,0,2,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,25,0.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_parameter_exception.py,malicious,ucap-3.6.1,1
3,0,False,False,False,2,3,0,3,0.05128205128205128,0,0,0,0,False,0,0,False,0,0,False,3,1,39,0.07692307692307693,4.0221214136823145,4.091568538436148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.0,0,0,2,1,0,0,0,0,ucap-3.6.1_selectors.py,malicious,ucap-3.6.1,1
9,2,True,False,True,2,26,0,22,0.017241379310344827,5,2,0,0,True,0,0,False,0,0,False,1,1,116,0.008620689655172414,3.6488403011737574,4.852015211231194,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,26,24,4,20.0,2,1,0,1,1,0,0,0,ucap-3.6.1_setup.py,malicious,ucap-3.6.1,1
4,1,True,False,False,1,23,0,14,0.0196078431372549,2,0,0,0,False,0,0,False,0,0,False,7,4,51,0.13725490196078433,3.1586755314072192,4.63183237120822,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23,14,3,0.0,0,0,6,4,0,0,0,0,ucap-3.6.1_template_generator.py,malicious,ucap-3.6.1,1
4,1,True,False,False,1,27,0,14,0.0196078431372549,2,0,0,0,False,0,0,False,0,0,False,7,4,51,0.13725490196078433,3.169986401890821,4.348394345536403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,14,3,0.0,0,0,6,4,0,0,0,0,ucap-3.6.1_template_printer.py,malicious,ucap-3.6.1,1
6,0,False,False,False,58,330,0,35,0.06643757159221077,0,0,0,0,False,9,0,True,0,0,False,2,2,873,0.002290950744558992,3.2578093319698507,4.667498003922704,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,328,35,3,0.0,0,0,1,2,0,0,0,0,ucap-3.6.1_test_acquired_parameter_value.py,malicious,ucap-3.6.1,1
3,0,False,False,False,2,2,0,1,0.125,0,0,0,0,False,0,0,False,0,0,False,3,0,16,0.1875,4.2133518858777155,4.237472936455822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0.0,0,0,2,1,0,0,0,0,ucap-3.6.1_test_backward_compatibility.py,malicious,ucap-3.6.1,1
1,0,False,False,False,1,0,0,0,0.038461538461538464,0,0,0,0,False,0,0,False,0,0,False,1,0,26,0.038461538461538464,3.431955653467714,4.023465189601646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_test_context.py,malicious,ucap-3.6.1,1
4,0,False,False,False,15,36,0,8,0.09433962264150944,0,0,0,0,False,0,0,False,0,0,False,1,1,159,0.006289308176100629,3.9837256669243324,4.217890196084674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,9,2,0.0,0,0,0,1,0,0,0,0,ucap-3.6.1_test_discrete_function.py,malicious,ucap-3.6.1,1
2,0,False,False,False,10,45,0,8,0.09090909090909091,0,0,0,0,False,0,0,False,0,0,False,1,1,110,0.00909090909090909,4.569188109227752,4.569188109227752,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,8,1,0.0,0,0,0,1,0,0,0,0,ucap-3.6.1_test_discrete_function_list.py,malicious,ucap-3.6.1,1
8,0,False,False,False,31,129,0,24,0.10508474576271186,0,0,0,0,False,0,0,False,0,0,False,1,1,295,0.003389830508474576,3.2501471872694085,3.8796640049025934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,129,25,2,0.0,0,0,0,1,0,0,0,0,ucap-3.6.1_test_event.py,malicious,ucap-3.6.1,1
2,0,False,False,False,2,5,0,2,0.07142857142857142,0,0,0,0,False,0,0,False,0,0,False,1,0,28,0.03571428571428571,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_test_fail_safe_parameter_value.py,malicious,ucap-3.6.1,1
1,0,False,False,False,5,6,0,2,0.11363636363636363,0,0,0,0,False,0,0,False,0,0,False,1,0,44,0.022727272727272728,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_test_parameter_exception.py,malicious,ucap-3.6.1,1
2,0,False,False,False,5,5,0,3,0.18518518518518517,0,0,0,0,False,0,0,False,0,0,False,1,0,27,0.037037037037037035,3.3629018556509385,4.307714802597437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,1,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_test_selector.py,malicious,ucap-3.6.1,1
0,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,5,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_test_ucap.py,malicious,ucap-3.6.1,1
2,0,False,False,False,5,10,0,4,0.07936507936507936,0,0,0,0,False,0,0,False,0,0,False,1,1,63,0.015873015873015872,3.931128657292552,3.940759832540089,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,4,2,0.0,0,0,0,1,0,0,0,0,ucap-3.6.1_test_value_header.py,malicious,ucap-3.6.1,1
0,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,10,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_ucap_exception.py,malicious,ucap-3.6.1,1
1,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,10,0.1,3.4854498439733383,3.960234166750742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_update_type.py,malicious,ucap-3.6.1,1
3,0,False,False,False,0,30,0,7,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,49,0.02040816326530612,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,2,0.0,0,0,0,0,0,0,0,0,ucap-3.6.1_utils.py,malicious,ucap-3.6.1,1
3,0,False,False,False,3,5,0,5,0.04411764705882353,0,0,0,0,False,2,0,True,0,0,False,3,1,68,0.04411764705882353,4.443432664999014,4.739339154893166,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,5,2,0.0,0,0,2,1,0,0,0,0,ucap-3.6.1_value_header.py,malicious,ucap-3.6.1,1
10,0,False,False,False,5,42,0,11,0.024875621890547265,0,1,0,0,False,2,0,True,0,0,False,5,1,201,0.024875621890547265,3.59038128924489,4.586183358692582,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,42,11,2,0.0,0,0,4,1,0,0,0,0,ucap-3.6.1_value_type.py,malicious,ucap-3.6.1,1
9,0,False,False,False,6,54,0,15,0.03208556149732621,0,0,0,0,False,23,0,True,0,0,False,31,2,187,0.1657754010695187,4.253281832456542,4.4332080733223185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,15,2,0.0,0,0,30,2,0,0,0,0,ucap-3.6.1_value_validation.py,malicious,ucap-3.6.1,1
11,0,False,False,False,7,48,0,32,0.022222222222222223,1,4,0,0,False,2,0,True,0,0,False,25,3,315,0.07936507936507936,3.7370831929598207,4.318310593426323,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,48,32,2,0.0,0,0,24,4,1,0,0,0,urllib7-1.26.12_appengine.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,2,20,0,8,0.025974025974025976,0,1,0,0,False,0,0,False,0,0,False,4,1,77,0.05194805194805195,3.8443160388947746,4.298068512058839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,8,1,0.0,0,0,3,1,1,0,0,0,urllib7-1.26.12_benchmark.py,malicious,urllib7-1.26.12,1
5,0,False,False,False,1,60,0,15,0.0019230769230769232,0,0,1,0,False,0,0,False,0,0,False,8,1,520,0.015384615384615385,3.8193737899438633,4.341980119507961,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,60,17,3,0.0,0,0,7,2,0,0,0,0,urllib7-1.26.12_bindings.py,malicious,urllib7-1.26.12,1
5,1,True,False,False,1,9,0,8,0.01098901098901099,0,0,0,0,False,0,0,False,0,0,False,1,0,91,0.01098901098901099,3.321468803164944,3.753269689515107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,8,3,0.0,0,0,0,0,0,0,0,0,urllib7-1.26.12_conf.py,malicious,urllib7-1.26.12,1
17,1,False,False,True,19,104,0,34,0.06761565836298933,0,0,1,0,False,5,0,True,0,0,False,11,2,281,0.03914590747330961,3.471710014806208,4.0022680844408445,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,104,36,2,10.0,1,1,10,2,1,0,1,0,urllib7-1.26.12_conftest.py,malicious,urllib7-1.26.12,1
